ad_id,issue_field,issue_class
CR17649615254721658881,aws_ocr_img_text,ISSUE91
CR17650768367541288961,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE83"
CR17650787883872681985,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE215,ISSUE10,ISSUE12|ISSUE215,ISSUE10,ISSUE12"
CR17651825273093488641,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE83|ISSUE215,ISSUE83"
CR17652426431075975169,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE12|ISSUE10,ISSUE12"
CR17652439144179171329,ad_title|ad_text,"ISSUE212|ISSUE212,ISSUE60"
CR17652460790814343169,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE18,ISSUE83|ISSUE10,ISSUE18,ISSUE83"
CR17652857714511970305,aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE83|ISSUE18,ISSUE83"
CR17653270856006107137,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17653824185232785409,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE200,ISSUE54|ISSUE30,ISSUE200"
CR17654596042395484161,aws_ocr_video_text|google_asr_text,ISSUE12|ISSUE12
CR17655095220674494465,google_asr_text|aws_ocr_video_text,"ISSUE54,ISSUE55|ISSUE55"
CR17655148821866348545,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17655621886744199169,ad_text,ISSUE30
CR17655686757930237953,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR17655720293034885121,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE53,ISSUE58|ISSUE30,ISSUE53"
CR17656096875767398401,description|google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE58|ISSUE30,ISSUE209,ISSUE53|ISSUE30"
CR17656299185906909185,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE16,ISSUE65|ISSUE16"
CR17656441847540613121,advertiser_name,ISSUE18
CR17656608148674314241,advertiser_name,ISSUE65
CR17657004797494034433,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE32|ISSUE212|ISSUE212
CR17657453398238167041,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE40,ISSUE95|ISSUE40"
CR17657541359168389121,advertiser_name,ISSUE62
CR17657963571633455105,advertiser_name,ISSUE16
CR17658052906953211905,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE54|ISSUE16,ISSUE209,ISSUE53"
CR17658721410022899713,advertiser_name,ISSUE16
CR17658727457336852481,aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE62,ISSUE32"
CR17658888535790321665,google_asr_text,"ISSUE10,ISSUE16"
CR17659347032139104257,advertiser_name,ISSUE53
CR17659552365935591425,advertiser_name,"ISSUE215,ISSUE16"
CR17659795632883236865,google_asr_text|advertiser_name,ISSUE32|ISSUE32
CR17660117789790175233,aws_ocr_video_text|google_asr_text,ISSUE60|ISSUE83
CR17660401463790141441,google_asr_text,"ISSUE209,ISSUE54,ISSUE53"
CR17660855012336599041,google_asr_text,"ISSUE215,ISSUE16,ISSUE18,ISSUE65"
CR17661300520704278529,advertiser_name|ad_title,ISSUE18|ISSUE91
CR17661431706185367553,aws_ocr_img_text|ad_text,"ISSUE18|ISSUE10,ISSUE30"
CR17662066124394594305,aws_ocr_video_text|advertiser_name|google_asr_text,ISSUE30|ISSUE16|ISSUE30
CR17662221155534110721,ad_text|ad_title,ISSUE212|ISSUE212
CR17662977344656113665,google_asr_text,"ISSUE10,ISSUE30,ISSUE65,ISSUE32"
CR17663060289064534017,ad_text|ad_title,"ISSUE10,ISSUE12,ISSUE95,ISSUE22|ISSUE90"
CR17663394334440947713,aws_ocr_video_text|google_asr_text,ISSUE83|ISSUE83
CR17663738206702534657,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE10,ISSUE40,ISSUE62,ISSUE91,ISSUE45|ISSUE40,ISSUE62|ISSUE18"
CR17664471306080354305,ad_title|ad_text,"ISSUE62,ISSUE60|ISSUE215,ISSUE83"
CR17664564214812901377,ad_text,ISSUE90
CR17665380877074432001,aws_ocr_video_text,ISSUE215
CR17665560372347666433,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR17667062305231208449,google_asr_text,ISSUE91
CR17667460328440463361,advertiser_name,ISSUE212
CR17667489740376506369,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE16|ISSUE30|ISSUE30
CR17667595293492772865,ad_title|ad_text,ISSUE212|ISSUE212
CR17668276990701993985,ad_text|ad_title|advertiser_name,ISSUE212|ISSUE22|ISSUE22
CR17668938072068194305,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200,ISSUE45"
CR17669040326649577473,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR17669318503091404801,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17669625266835554305,aws_ocr_img_text|advertiser_name,"ISSUE18|ISSUE212,ISSUE18"
CR17669673645347176449,google_asr_text|aws_ocr_video_text,ISSUE83|ISSUE83
CR17669825377951809537,aws_ocr_video_text|google_asr_text,ISSUE18|ISSUE16
CR17670146160469213185,advertiser_name,ISSUE62
CR17670442203974991873,google_asr_text,"ISSUE40,ISSUE212"
CR17670600533649391617,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR17670964197120278529,google_asr_text|aws_ocr_video_text,"ISSUE200|ISSUE200,ISSUE32"
CR17670972993213300737,advertiser_name,ISSUE65
CR17671033741230735361,aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE22,ISSUE32|ISSUE10,ISSUE16,ISSUE18,ISSUE22,ISSUE32"
CR17671237150881873921,advertiser_name,ISSUE18
CR17671297624021401601,ad_text,ISSUE30
CR17671601089230667777,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE62|ISSUE10,ISSUE18,ISSUE62"
CR17671767115486461953,google_asr_text|advertiser_name,"ISSUE16|ISSUE215,ISSUE90"
CR17671921047114350593,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR17672371572003831809,google_asr_text|aws_ocr_video_text,ISSUE95|ISSUE95
CR17672663011304669185,ad_title|advertiser_name|ad_text,ISSUE30|ISSUE30|ISSUE30
CR17672704998904954881,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE16,ISSUE83,ISSUE54|ISSUE54"
CR17673075259445608449,advertiser_name,ISSUE65
CR17673493073864163329,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE91,ISSUE90|ISSUE30,ISSUE209,ISSUE62,ISSUE53"
CR17674918040933761025,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR17675583520346472449,aws_ocr_video_text|google_asr_text,"ISSUE83|ISSUE215,ISSUE12"
CR17675753669770870785,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE30,ISSUE53|ISSUE10,ISSUE209,ISSUE18,ISSUE53,ISSUE32"
CR17675783631462727681,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17676289406811504641,aws_ocr_video_text|google_asr_text,"ISSUE54,ISSUE55|ISSUE215,ISSUE54,ISSUE55"
CR17677249280462553089,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE12|ISSUE10,ISSUE12"
CR17677424102811369473,aws_ocr_img_text,ISSUE62
CR17677723994607845377,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE83"
CR17677974683258978305,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE30|ISSUE30|ISSUE30
CR17679054678555361281,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17679811142555271169,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200"
CR17679879037398286337,ad_text,"ISSUE10,ISSUE62"
CR17680280634020331521,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE62|ISSUE16"
CR17680379590066831361,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE209,ISSUE53|ISSUE215,ISSUE10,ISSUE209,ISSUE18,ISSUE83,ISSUE53"
CR17680427968578453505,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE91,ISSUE90|ISSUE212,ISSUE83"
CR17680484043671470081,advertiser_name,ISSUE16
CR17680521152188907521,ad_title|advertiser_name,ISSUE18|ISSUE30
CR17680544516810997761,google_asr_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE30"
CR17681253701810913281,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17681471405113212929,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE30,ISSUE53,ISSUE58,ISSUE32|ISSUE18,ISSUE32"
CR17681485698764374017,ad_text|ad_title,ISSUE30|ISSUE30
CR17681647052095750145,advertiser_name,ISSUE18
CR17682145405741039617,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR17683116274508365825,google_asr_text|aws_ocr_video_text,"ISSUE209,ISSUE95,ISSUE53|ISSUE53"
CR17683233716094107649,ad_title|advertiser_name,ISSUE62|ISSUE90
CR17683379057787404289,advertiser_name,ISSUE83
CR17683424481361526785,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE32|ISSUE215|ISSUE215,ISSUE16"
CR17684399473297457153,ad_title|ad_text,"ISSUE62,ISSUE60|ISSUE62"
CR17684653116886089729,ad_title,ISSUE30
CR17685173460763934721,aws_ocr_video_text|google_asr_text|description|ad_title,"ISSUE30,ISSUE53|ISSUE30,ISSUE45|ISSUE30,ISSUE200,ISSUE53,ISSUE58|ISSUE45"
CR17685658070513876993,google_asr_text,"ISSUE40,ISSUE18"
CR17686687213397475329,aws_ocr_img_text,ISSUE22
CR17687302939909029889,advertiser_name,ISSUE16
CR17688248519908917249,google_asr_text,ISSUE18
CR17688523672693768193,ad_text|ad_title,"ISSUE40,ISSUE212,ISSUE12|ISSUE212"
CR17688952207350693889,aws_ocr_img_text,"ISSUE62,ISSUE22"
CR17690432218721157121,ad_title,ISSUE90
CR17690492898019115009,aws_ocr_img_text,ISSUE212
CR17690982180693475329,google_asr_text|aws_ocr_video_text,"ISSUE30|ISSUE10,ISSUE30,ISSUE200"
CR17691027260670214145,aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE215,ISSUE10"
CR17691150405972525057,google_asr_text,"ISSUE209,ISSUE54,ISSUE53"
CR17691232869344608257,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE10,ISSUE83,ISSUE62,ISSUE60|ISSUE215,ISSUE10,ISSUE30,ISSUE83,ISSUE62"
CR17691597907205029889,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12|ISSUE215,ISSUE12"
CR17691755962001522689,ad_text|advertiser_name,ISSUE16|ISSUE16
CR17692047607460790273,ad_text|ad_title,"ISSUE209,ISSUE53|ISSUE18"
CR17692113028402642945,advertiser_name,"ISSUE16,ISSUE83"
CR17692628974233976833,ad_text,ISSUE215
CR17692647940809555969,aws_ocr_img_text,ISSUE10
CR17692831284373487617,ad_text,ISSUE90
CR17693090769117642753,advertiser_name,ISSUE90
CR17693710069041987585,google_asr_text,ISSUE22
CR17693750132496924673,advertiser_name,ISSUE16
CR17694225465117507585,advertiser_name,ISSUE18
CR17694334591646564353,advertiser_name|google_asr_text,"ISSUE16|ISSUE10,ISSUE18,ISSUE83"
CR17694630360274436097,advertiser_name|google_asr_text,ISSUE62|ISSUE18
CR17695560547111534593,google_asr_text,"ISSUE10,ISSUE16,ISSUE18,ISSUE22"
CR17695660602669662209,aws_ocr_img_text,ISSUE53
CR17695697711187099649,advertiser_name,ISSUE65
CR17695836524530106369,aws_ocr_video_text,ISSUE10
CR17695888751332425729,aws_ocr_video_text,ISSUE18
CR17696147411442860033,aws_ocr_img_text|advertiser_name,ISSUE62|ISSUE62
CR17696961050047414273,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30"
CR17697091067297398785,advertiser_name|aws_ocr_img_text,"ISSUE212,ISSUE18|ISSUE18"
CR17697096564855537665,advertiser_name,ISSUE18
CR17697456105157820417,aws_ocr_video_text|google_asr_text,ISSUE60|ISSUE32
CR17697684803576397825,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE10
CR17697714490390347777,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE10,ISSUE18|ISSUE10,ISSUE18"
CR17699212849861099521,ad_title,ISSUE22
CR17699942925581942785,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE12,ISSUE16,ISSUE83,ISSUE95|ISSUE215,ISSUE83"
CR17700351943907475457,advertiser_name,ISSUE18
CR17700661181552787457,advertiser_name,ISSUE16
CR17700872287785320449,aws_ocr_video_text,ISSUE212
CR17701361020703866881,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17701696921506152449,google_asr_text|advertiser_name|aws_ocr_video_text,ISSUE212|ISSUE18|ISSUE212
CR17702273065599107073,google_asr_text,ISSUE18
CR17703281798798114817,ad_text|aws_ocr_img_text|advertiser_name,ISSUE91|ISSUE91|ISSUE212
CR17703324198715260929,advertiser_name,"ISSUE18,ISSUE83"
CR17703332994808283137,aws_ocr_video_text|google_asr_text,"ISSUE53|ISSUE209,ISSUE53"
CR17703716449488470017,aws_ocr_video_text,ISSUE30
CR17703814924498632705,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE83"
CR17704768407238344705,ad_text,ISSUE215
CR17705128222418534401,aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE215,ISSUE16,ISSUE22"
CR17705546036837089281,ad_title,ISSUE215
CR17705756318435901441,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE22"
CR17706143346528878593,aws_ocr_img_text,ISSUE83
CR17706217013807939585,advertiser_name|aws_ocr_img_text,ISSUE22|ISSUE16
CR17706434717110239233,aws_ocr_video_text|google_asr_text,ISSUE56|ISSUE56
CR17707131257726435329,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17707396789784543233,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE10
CR17707449566342676481,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE45|ISSUE30,ISSUE40,ISSUE45"
CR17707768424714731521,advertiser_name|aws_ocr_img_text,ISSUE16|ISSUE22
CR17708145282325151745,aws_ocr_video_text|google_asr_text,ISSUE55|ISSUE55
CR17708228845208862721,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200,ISSUE45"
CR17709449577993601025,ad_title,ISSUE83
CR17709473011335168001,advertiser_name,ISSUE18
CR17709612305714511873,ad_text,ISSUE16
CR17709917969947033601,aws_ocr_img_text,"ISSUE10,ISSUE22"
CR17709963049923772417,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17710008679656325121,advertiser_name,ISSUE16
CR17710478445999292417,ad_text,ISSUE10
CR17710598224047243265,ad_text,ISSUE212
CR17710826166551576577,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE18,ISSUE22|ISSUE212"
CR17710986420371324929,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17711555142760792065,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR17712727222156001281,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE53|ISSUE30"
CR17713047180039684097,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR17713402322295455745,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE16,ISSUE22|ISSUE16,ISSUE22|ISSUE16"
CR17714034541481426945,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE18|ISSUE215"
CR17714364120091852801,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17714869895440629761,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30"
CR17715378144690569217,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17715550836735606785,advertiser_name|ad_title|ad_text,"ISSUE18|ISSUE95|ISSUE18,ISSUE95,ISSUE62"
CR17715639828457979905,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE95|ISSUE40,ISSUE212,ISSUE95"
CR17716058742388162561,google_asr_text,"ISSUE40,ISSUE95"
CR17716126637231177729,ad_text,ISSUE12
CR17716435874876489729,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE40,ISSUE83|ISSUE215,ISSUE40,ISSUE83"
CR17716794315667144705,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE53|ISSUE16|ISSUE209,ISSUE53"
CR17718203889573953537,google_asr_text,ISSUE32
CR17718621703992508417,google_asr_text,ISSUE16
CR17718819616085508097,advertiser_name|aws_ocr_video_text,ISSUE16|ISSUE83
CR17719308898759868417,google_asr_text|advertiser_name,ISSUE83|ISSUE16
CR17719603567876112385,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR17719788285829578753,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR17719866351155150849,google_asr_text,"ISSUE16,ISSUE83"
CR17720159920759767041,aws_ocr_video_text|google_asr_text,"ISSUE91|ISSUE91,ISSUE90"
CR17720205000736505857,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12,ISSUE22|ISSUE215,ISSUE83"
CR17720852613085265921,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10|ISSUE10"
CR17721735520922370049,ad_text,"ISSUE40,ISSUE45"
CR17721761428165099521,advertiser_name,ISSUE18
CR17722430137393217537,advertiser_name|ad_text,ISSUE83|ISSUE83
CR17722632447532728321,advertiser_name|aws_ocr_img_text,ISSUE62|ISSUE62
CR17723714366974459905,aws_ocr_video_text|google_asr_text,ISSUE56|ISSUE56
CR17723970553183731713,advertiser_name,ISSUE16
CR17724178360881381377,ad_text,ISSUE12
CR17724493096084832257,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR17725391397084725249,ad_text,ISSUE10
CR17725555567914647553,ad_text,ISSUE95
CR17725728672276545537,advertiser_name,ISSUE18
CR17725931807049777153,aws_ocr_video_text|google_asr_text,ISSUE40|ISSUE40
CR17726406246317162497,advertiser_name,ISSUE18
CR17726573097206677505,advertiser_name,ISSUE18
CR17726585466712489985,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE40|ISSUE10,ISSUE40"
CR17727181402014744577,google_asr_text,"ISSUE40,ISSUE91"
CR17727246273200783361,aws_ocr_img_text,"ISSUE40,ISSUE212"
CR17727325163160076289,google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE18|ISSUE18"
CR17727359522898444289,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17727465900648431617,ad_text,ISSUE18
CR17727531046712377345,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17727578050834464769,ad_text,"ISSUE10,ISSUE62"
CR17728137977130909697,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE16|ISSUE10,ISSUE16"
CR17728204772462297089,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE83,ISSUE95|ISSUE215,ISSUE83,ISSUE95"
CR17728214942944854017,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE53,ISSUE58|ISSUE30"
CR17728244354880897025,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE30|ISSUE30"
CR17728313898991353857,google_asr_text,ISSUE62
CR17728517033764585473,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE212,ISSUE22|ISSUE215,ISSUE10,ISSUE40,ISSUE212,ISSUE18"
CR17728956013781975041,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE53"
CR17729418633299361793,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16,ISSUE56|ISSUE10,ISSUE16,ISSUE56"
CR17730087136369049601,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE215,ISSUE10,ISSUE91|ISSUE10,ISSUE16,ISSUE18"
CR17731113255595671553,ad_title|advertiser_name,"ISSUE215,ISSUE83|ISSUE32"
CR17731340579624714241,ad_text,ISSUE32
CR17731544264153759745,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE40,ISSUE200"
CR17731616831921192961,ad_title,ISSUE215
CR17731648717758398465,aws_ocr_img_text,"ISSUE215,ISSUE62"
CR17732153118717640705,advertiser_name,ISSUE16
CR17732447031919640577,advertiser_name,ISSUE18
CR17732744930851291137,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17733027505339629569,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE40"
CR17733356259316334593,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE18|ISSUE30|ISSUE30,ISSUE200"
CR17733438447810510849,google_asr_text,ISSUE215
CR17733812281763954689,advertiser_name|aws_ocr_img_text,ISSUE62|ISSUE62
CR17734011568246489089,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE95|ISSUE40,ISSUE95"
CR17734608328182464513,advertiser_name,ISSUE65
CR17734989034083581953,google_asr_text,ISSUE30
CR17735140491810308097,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212,ISSUE45|ISSUE40,ISSUE212,ISSUE12,ISSUE45"
CR17735192443734720513,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE12|ISSUE54,ISSUE53,ISSUE65"
CR17735805971223019521,ad_title|ad_text,"ISSUE91|ISSUE30,ISSUE209,ISSUE53,ISSUE58"
CR17736050062804385793,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17736704272222912513,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR17736904933094981633,google_asr_text,"ISSUE215,ISSUE12"
CR17737022649558630401,ad_text,ISSUE212
CR17737178161734483969,google_asr_text,ISSUE32
CR17737641056129777665,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR17737915659158814721,ad_title,"ISSUE215,ISSUE60"
CR17738905219623813121,aws_ocr_img_text|advertiser_name,ISSUE16|ISSUE16
CR17739028364926124033,aws_ocr_img_text,ISSUE90
CR17739754317478363137,google_asr_text,"ISSUE16,ISSUE95"
CR17740331286205038593,ad_text|advertiser_name,"ISSUE16,ISSUE95,ISSUE32|ISSUE16"
CR17740346954245734401,ad_text|advertiser_name|aws_ocr_img_text,ISSUE212|ISSUE212|ISSUE212
CR17740518478059667457,aws_ocr_img_text,"ISSUE30,ISSUE58"
CR17741434096367697921,ad_title,ISSUE215
CR17741655373082787841,google_asr_text,ISSUE212
CR17741928051966476289,google_asr_text,ISSUE12
CR17743159504989585409,aws_ocr_img_text|ad_text,"ISSUE212,ISSUE12|ISSUE215,ISSUE212,ISSUE22"
CR17743978641152278529,google_asr_text,ISSUE32
CR17744403052640600065,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE18|ISSUE10,ISSUE18,ISSUE54"
CR17744438237012688897,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE30,ISSUE212,ISSUE95|ISSUE215,ISSUE212,ISSUE95"
CR17744542140861513729,ad_text|ad_title,ISSUE212|ISSUE30
CR17744746924902187009,advertiser_name,ISSUE16
CR17744848354849849345,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR17745416527483502593,advertiser_name,ISSUE65
CR17745530052059070465,google_asr_text,"ISSUE215,ISSUE10"
CR17745871725297401857,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR17746880252337979393,google_asr_text|aws_ocr_video_text,"ISSUE30|ISSUE30,ISSUE45"
CR17747020989826334721,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30,ISSUE54,ISSUE55,ISSUE56"
CR17747117197093765121,aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE40,ISSUE16,ISSUE90"
CR17747751065547177985,google_asr_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE30"
CR17747865414756466689,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE54|ISSUE16,ISSUE209,ISSUE53"
CR17748036663692492801,ad_text|advertiser_name,ISSUE16|ISSUE16
CR17748621878756376577,aws_ocr_img_text,"ISSUE10,ISSUE18"
CR17748634798018002945,advertiser_name,ISSUE16
CR17748950357855174657,aws_ocr_img_text,ISSUE18
CR17750110617500385281,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40|ISSUE30"
CR17750432774407323649,advertiser_name,ISSUE18
CR17750437172453834753,aws_ocr_img_text,"ISSUE16,ISSUE62,ISSUE32"
CR17750454489761972225,advertiser_name,ISSUE18
CR17750466859267784705,aws_ocr_img_text|advertiser_name,"ISSUE10,ISSUE16|ISSUE16"
CR17751373681482792961,advertiser_name,"ISSUE16,ISSUE18"
CR17751633166226948097,advertiser_name|aws_ocr_img_text,ISSUE212|ISSUE54
CR17751646360366481409,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR17751976213854814209,advertiser_name,ISSUE65
CR17752579570860556289,advertiser_name,ISSUE18
CR17753328888034885633,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE12,ISSUE209,ISSUE83,ISSUE62,ISSUE53|ISSUE40,ISSUE212|ISSUE40,ISSUE212,ISSUE12"
CR17753397057755807745,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE18|ISSUE215"
CR17754339339220811777,aws_ocr_video_text|google_asr_text,ISSUE95|ISSUE95
CR17754419603569639425,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200"
CR17755419609395101697,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR17755577389313687553,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR17755648857569492993,google_asr_text,"ISSUE10,ISSUE16,ISSUE18,ISSUE22"
CR17755856665267142657,ad_title,ISSUE18
CR17756041383220609025,ad_title|ad_text,"ISSUE45|ISSUE40,ISSUE45"
CR17756567705692930049,aws_ocr_img_text,ISSUE56
CR17756737374080991233,ad_text,ISSUE32
CR17757029569296072705,google_asr_text|advertiser_name,ISSUE60|ISSUE65
CR17757319015732084737,google_asr_text,"ISSUE30,ISSUE16"
CR17757992741482004481,aws_ocr_img_text,ISSUE10
CR17758148047499427841,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE212"
CR17758186255528493057,aws_ocr_img_text,ISSUE16
CR17758643652365647873,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE212"
CR17758766797667958785,advertiser_name,ISSUE16
CR17758869327127248897,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR17759859987103875073,google_asr_text,ISSUE18
CR17759968838755024897,aws_ocr_video_text|google_asr_text,ISSUE95|ISSUE95
CR17760929811917701121,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR17761162633504882689,ad_text,ISSUE12
CR17763864133574328321,advertiser_name,ISSUE16
CR17763941374266179585,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
