cmag_vidfile,google_asr_text,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE14,ISSUE15,ISSUE16,ISSUE17,ISSUE18,ISSUE19,ISSUE20,ISSUE21,ISSUE22,ISSUE23,ISSUE24,ISSUE30,ISSUE31,ISSUE32,ISSUE37,ISSUE39,ISSUE40,ISSUE41,ISSUE43,ISSUE45,ISSUE50,ISSUE52,ISSUE53,ISSUE54,ISSUE55,ISSUE56,ISSUE57,ISSUE58,ISSUE59,ISSUE60,ISSUE61,ISSUE62,ISSUE65,ISSUE67,ISSUE68,ISSUE69,ISSUE70,ISSUE80,ISSUE82,ISSUE83,ISSUE90,ISSUE91,ISSUE92,ISSUE93,ISSUE95,ISSUE96,ISSUE98,ISSUE101,ISSUE102,ISSUE103,ISSUE104,ISSUE105,ISSUE106,ISSUE111,ISSUE118,ISSUE200,ISSUE208,ISSUE210,ISSUE212,ISSUE218,ISSUE221
USSEN_KY_STAINFIELD_LEGALIZED_RACISM,"Rand. Paul was asked if Woolworths today could deny Doctor, Martin Luther King the right to eat in their Diner, ran responded. Yes, in his mind, the Constitution provides all businesses. The legal grounds to discriminate. As long as they don't receive federal funds, watch the horrific video at Tammy's stained field.com and here and advocating for the return of legalized. Kentucky brand is racist, Republican candidate. I approve this message.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_KY_STAINFIELD_PRO_LIFE,"In 2018, Rand Paul voted yes to legislation that would have legalized 5-month. Abortion legalized abortions in the United States, how is Rand Paul pro-life to argue that 5 months was better than six months, he's just another example of skills, calm. This woman should be allowed to abort her child. I am Tammy's Angel. The Republican candidate. I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_LA_NETCHOICE_BAD_CONSEQUENCES,"American innovation has always been, what makes us different. We have outpaced the world growing the most Innovative companies that power our economy and way of life. It's what's made us number one. But Senator Kennedy and friends want to put the big government in charge of America's top innovators attacking our own, in the name of competition. While our true competition closes the Gap. Senator Kennedy, your good intentions will bring bad consequences.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_HARTZLER_A_LIE,Vicky Hartzler and I approve this message. Have you seen this ad is talking about is President Trump's bill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_HARTZLER_LIA_THOMAS,"B.j., Thomas number 462 in men's swimming, right? Number one in women's swimming. Only one problem, it's the same person. Some people are afraid to talk about it. Not me, I'm Vicky Hartzler. Iran and Coach girls track and I won't look away while. Woke liberals destroy women's sports, when is for our, for women pretending to be women. I'm Vicky Hartzler. I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_CRUZ_ENDORSEMENT,"America's infrastructure and we need proven conservative leaders to fight back. That's why I'm supporting Eric Schmidt for US Senate, as your attorney general. He's battled Joe Biden's to secure our Southern border. Eric Schmidt has stood up to bureaucrats Who mandated masks on our kids. And when it mattered, most, he fought to secure our elections to get our country back. We need conservative Fighters, we need Eric Schmidt,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_GOOD_FOR_CHINA,"Tough on communist China, just listen to his own words when appearing on Chinese propaganda television. Carrot greens, good for China. Bad for Missouri.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_ILLEGAL_IMMIGRATION_15,"Eric Schmidt America First conservative as attorney general. He battled Biden to secure the Border in the Senate. He'll keep fighting against illegal immigration. We need to finish President Trump's wall. Eric Schmidt for US senate, seat belt, usage responsible for the content, which advertising",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_ILLEGAL_IMMIGRATION_15_2,Eric Schmidt as our attorney general. He's led the charge to finish Trump's border wall in the same values is responsible for content.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_SURRENDERED,"Illegal immigrants, all the way to the Supreme Court suing. Biden to put an end to his open border policy telephone, the illegal immigrants fighting for a secure border. Putting a good first, Eric Schmidt for US Senate,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_SURRENDERED_2,"our country because Joe, Eagles, who invaded our country pro-amnesty and taxpayer funded lawyers for illegals Vicky Hartzler. He was responsible for the content of this.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SAVEMOVALUES_UNCONSTITUTIONAL_15,Eric Smith conservative for US Senate as attorney general. He fought to stop the unconstitutional vaccine mandate to secure our elections. Eric Smith for US Senate.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USSEN_MO_SAVEMOVALUES_WRONG_15,Vicky Hartzler.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_SCHATZ_DIGGING_TRENCHES,"Find a shock. This probably isn't your dream job but it was ours. It's a dirty job but it needs doing when times got tough with a lot of prayer. A lot of hard work and We rescued our families wouldn't focus on fixing blame to focus on fixing problems. That's what America needs and get the job done. And I approve this message because fix America, we don't need more stalkers anymore, tours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USSEN_MO_SCHATZ_THE_MISSOURI_WAY,"The DC Way full of politicians fussing and fighting for the Missouri way. Fixing problems, that's deep shock. No fancy degree. Just a lifetime of hard work. Rescuing is family business. Then putting his blue-collar, know how to work for us, and making us. The most Pro police pro-life state in the nation. The choice is clear and I approve this message.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
USSEN_MO_TEAMPAC_ELECTION_INTEGRITY,"President Trump is right about elections. But Eric Schmidt is wrong, Schmidt supported weakening election Integrity. He opposed to requiring a paper trail for electronic voting machines on Election, Integrity. Trump is right and Schmidt is wrong. Team pack is responsible for the content of this advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_TEAMPAC_FLOOD,"It's all flooded illegal immigrants are pouring into our country, in record numbers and Washington politicians. Like congresswoman Vicky Hartzler are part of the problem for back-up plan to Grant amnesty to more than 1 million illegal immigrants, who have committed crimes in our country, Washington politician. Vicky Hartzler. She's at she's wrong for 7 a.m. pack is responsible for the content of this advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_TEAMPAC_GAS_COSTS,"Do politicians care. How much gas cost fuels Smith push a $400, gas, tax hike, ten cents, more a gallon and Schmidt. The difference. This one wants to be your Senator, Eric, you can't afford him in the Senate.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_TEAMPAC_GOOD_FOR_CHINA,How did China get so powerful friends? Like Eric Schmidt Airlines owned by China's. Communist party to plug Missouri markets with cheap. Chinese Imports. Good for China. Bad for Missouri.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_TEAMPAC_GOOD_FOR_CHINA_INTRO,"Waterworld. How did China get so powerful friends? Like Eric Schmidt and eighty million of your tax dollars to create a cargo Hub here for Airlines owned by China's Communist Party. The flood Missouri Market with cheap, Chinese and pork and shrimp, good for China. Bad for Missouri.",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_TEAMPAC_NOT_YOU,"Who does Vicky Hartzler really work for in Congress tint? It's not you voted for a government. Give away its overseas, including 1.5 billion dollars were to Russian Banks. Now sanctioned in connection, with Vladimir Putin's invasion of Ukraine, Vicky Hartzler working for the special. Not your entrance theme park is responsible for the content of his advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_MO_WINMO_A_LONG_LOOK,"President Trump wants to know if you considered Billy long for Senate, Trump called Billy wrong old Warrior. One of the first to have his back, a big loud, and proud voice for the America First agenda with the war in Europe, a crisis on the border and Joe fighting ruining everything. The great people of Missouri to join President Trump in a long. Look at Billy long percentage window pack is responsible for the content of this advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_AWAKECAROLINA_LOST_ITS_WAY,"America lost its way. We turned our back on the Bible, and got away from the Constitution Mark Walker is right. He's fighting for the people of North Carolina, not the DC, the elite, and their dark money Mark, Walker's value, can't be compromised, Walker will protect The Unborn parents rights are religious freedoms and stop fighting is radical agenda. Mark Walker. Christian conservative Patriot for US, Senate. Electrolyte is responsible for the content of his advertising.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BEASLEY_A_LOT_OF_JOBS,"A lot of jobs in my life restaurant server public defender, Chief Justice of the North Carolina Supreme Court mom and I will post all of them with hard work and a commitment to do, what's right looking at Washington. I think both parties are doing the job wrong instead of focusing on what people care about. They get caught up in political games. I'm Sherry Beasley and I approve this message because our Senators job should be working for you.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BEASLEY_FALSE_ADS,"Four months. You see any attacks? Now they're aiming their mother, Sherry Beasley false. As the distort cases from the Thousand she heard as a judge, don't fall for it. As chief justice Sherry Beasley always put the Constitution and law above politics. She held violent offenders accountable and 98% of her rulings were upheld. That's why is it judge. She was endorsed by law enforcement across North Carolina. And I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
USSEN_NC_BEASLEY_HUMAN_TRAFFICKING,"Carolina has more Highway than just about anywhere but as a judge, I saw how human traffickers took advantage of our roads are State into one of the worst places in America for this terrific rhymes with Chief Justice. I work with law enforcement to get traffickers off our streets and I'll never stop fighting to make North Carolina save. That's why I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BEASLEY_ROAD,"This is the road. I used to take to the Fayetteville courthouse as a public defender. I represented North Carolinians, who couldn't afford a lawyer because everyone has a right to representation, no matter who you are or where you're from. The judge is Chief Justice of a North Carolina Supreme Court with a commitment to Justice and integrity. It's the same approach. I'll take to the Senate because Washington isn't listening and I'll be a voice for all of North Carolina. I'm Sherry Beasley and that's why I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BEASLEY_SAFE,"Our job is to keep North Carolina safe and she led the fight against human trafficking and always held dangerous. Offenders accountable, we can count on Sherry to be independent and fight for what is right? Don't believe the attacks. Sure he's always had my back then. We know she always will and I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BOOKER_CLEAR_CHOICE,"The Clear Choice for u.s. Senator is the only active legislator to become a policy influencer. Simply by submitting your political issues occur is ready to resolve generational and new issues quickly. For Signature LED water. Pipe is symbolic in DC cheese. Won't waste your time or vote for Cheryl Booker US, senator. This is Cheryl Booker running for u.s. Senator of North Carolina and I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BUDD_TRUMP_ENDORSEMENT,What is an unrelenting Champion for your North Carolina values? Then he'll defend your borders. He will be tough as hell on crime. That is by far the best candidate. It is Brush the radical Democrat nominee in November. Broke. I'm Ted Budd and I approve this message.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BUDD_TRUMP_ENDORSEMENT_B_ROLL,"Unrelenting Champion for your North Carolina values. By far, the best candidate. and broke and we can't back down the fight starts now And I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_BUDD_WORST_PRESIDENT_EVER,"Prime trucks, the worst president ever. That's why we need Fighters like Ted Budd in the Senate Ted Budd is endorsed by Trump and backed by border patrol. Protecting North Carolina, jobs, and families starts right here. And when I'm in the Senate vote to stop Joe bines Reckless, open border policies. And yeah, finish this wall. I'm Ted Budd and I approve this message.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_ASHAMED,Lacroix's ad attacking Ted Budd on Russia. Ukraine. Dirty tricks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_DISGRACED_AND_DISQUALIFIED,"To us. He was Congressman but prosecutors called Mark Walker public official a identified in the federal bribery indictment is that congressmen doing favors for a corrupt business, man. Calling government Regulators on his cronies be happened right after. He gave Walkers Walkers coronavirus in federal prisons and Walker have been disqualified from serving in the Senate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USSEN_NC_CFG_DISLOYAL_LIBERAL_LOSER,"In 2016 in North Carolina, leaving our team to Victory US Congress, every Statewide office, all 45, Republican incumbents, except one Pat McCrory. Steam publicly trashing Trump, disloyal liberal, loser. Trump's right McCrory. Can't win.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_FOOL_60,"Biggest steak. Games. Matters. Pat McCrory. Taxpayer, subsidy. Subsidized. And waging economic war against America for years, didn't stop McCrory from. How did China spend the profits? Aircraft lab research? McCrory doesn't know. He never even talked to Ash. Pat McCrory.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_INCOMPETENT_SOCIALISTS,"The strongest economy in history destroyed by incompetent socialist, that's why Trump wants to bring America back. Successful gun store.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USSEN_NC_CFG_MISSING_MARK,"German conquerors. Mark Walker missed more boats than almost any other Republican, but a wall 128 x while pocketing 350, Grande from taxpayers to block a Democrat, bill impeaching President Trump Walker abandoned him taxpayers. Paid him Walker didn't phone. So why should we vote for him? I will show Congressman no way Walker club for girls.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_NO_WAY_WALKER,"German conquerors, Mark Walker missed more boats than almost any other Republican vote to block a Democrat bill impeaching President Trump. Trump dated in locker attendant and taxpayers paid in Walker. Didn't phone. So why should we vote for him to show Congressman no way Walker Club for Growth?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_NOT_THIS_TIME,"In the past, but not this time, but he's just don't have to settle. So I'm throwing my weight, not a lot of weight behind a principled. Conservative choice for US Senate. My friend did book, something connection is responsible for the content.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_THE_REAL_PAT_MCCRORY,"Pat, McCrory called. But on Trump democracy. Donald Trump riots by Republicans. The real Pat McCrory.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
USSEN_NC_CFG_TOO_LIBERAL,"A lot like a Mitt Romney's, but now we're seeing just how liberal she is or a Democrat. He thinks it's fine. I'm not okay with that. Comfortable sections responsible for the content.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_TOO_LIBERAL_NEVER_CAVED,"Is a lot like a Mitt Romney, but now we're seeing DeSantis never gave Cory Chase.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_TRUMP_ENDORSEMENT,"There's somebody in this room that I think is very special for somebody that you got to be so proud of always been with me. Your next Senator play, somebody that loves the state of North Carolina. He loves the country, he will fight like hell he will fight like nobody fights, time giving him my complete and total endorsement great again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_TRUMP_ENDORSEMENT_2,Republicans won't win if we don't bite. That's what Trump wants. We'll fight like hell he will fight like nobody fights. Let's get back to making America great again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CFG_VALENTINE'S_DAY,"Valentine's Day. Show that special someone how much you love them. Pat McCrory's not shy about it. He's showered Mitt Romney with love praising his, incredible courage heart, the endorsement appointed Democrat judges at macari, love the Liberal Club. For Growth Action is responsible for the contents of this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CI_FINISH,"North Carolina, conservative dead, but endorsed by President Trump because he cut taxes and build Trump's wall. Now, Ted Budd is fighting to finish it. Securing our borders in the Senate. Blood will tackle out of control inflation. Unleashing our economy did we mention? He owns a gun range, Carolina. Conservative Ted Budd for said, endorse by President Trump. Get to Novation. Is responsible for the content of this ad.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CONSERVATIVEOUTSIDER_TOO_LIBERAL,4 years. Conservative.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CSF_FIGHT_BACK,"You'll get your point, across our Southern border, things to Joe, B pool fight. Back. Not Ted, but but voted against would President Trump open border policy at build Trump's wall.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_CSF_PPP,"A business owned by the family of a North Carolina. Congressman received a $10 paycheck Protection, Program loans. Taxpayer dollars. The biker profited in the UK.",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_MCCRORY_CUT_THE_CRAP,"A lot of crap in politics just like Congressman buds false campaign. You'll know I was the most conservative Governor, North Carolina history, and the guy who outlawed Sanctuary cities you remember, if you want a typical DC Insider than bugs the guy, but if you want someone to cut the crap in DC, make your stand with me on Pat McCrory and I approve this message.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_MCCRORY_JUST_LIKE_JOE_BIDEN,"I know, you know, Ted Budd is week on Putin. So is Joe Biden fighting this back by George Soros and so is Ted Budd, that's right. Soros was the largest financial backer of buds business, but business has been ripped off. Farmers got sued for fraud and lost now, Ted buds lying to you about Pat McCrory, just to win an election McCrory. I approve this message because you deserve the truth.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USSEN_NC_MCCRORY_MAKE_YOUR_STAND,I've been friendly toward Russia voted against sanctions on Russia. I stand for truth and freedom. I approve this message. Make your stand with me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
